"date","guest","female"
"Sunday 19th April 2015","David Cameron, Prime Minister",0
"Sunday 19th April 2015","Vince Cable, Business Secretary",0
"Sunday 19th April 2015","Nicola Sturgeon MSP, Leader of the SNP and First Minister of Scotland",0
"Sunday 19th April 2015","Music from Ron Sexsmith",0
"Sunday 12th April 2015","George Osborne, Chancellor of the Exchequer",0
"Sunday 12th April 2015","Harriet Harman, Labour Deputy Leader",0
"Sunday 12th April 2015","Natalie Bennett, Leader of the Green Party",0
"Sunday 12th April 2015","Kevin Spacey, actor",0
"Sunday 12th April 2015","Music from Lulu",0
"Sunday 29th March 2015","Iain Duncan Smith MP, Work & Pensions Secretary",0
"Sunday 29th March 2015","Douglas Alexander MP, Shadow Foreign Secretary",0
"Sunday 29th March 2015","Peter Robinson MLA, First Minister of Northern Ireland",0
"Sunday 29th March 2015","Paul Johnson, Director of The Institute for Fiscal Studies",0
"Sunday 29th March 2015","Music from James Bay",0
"Sunday 22nd March 2015","Alex Salmond MSP, former First Minister of Scotland",0
"Sunday 22nd March 2015","Nigel Farage MEP, UKIP Leader",0
"Sunday 22nd March 2015","Sir Antony Sher, actor",0
"Sunday 22nd March 2015","Music from Catrin Finch, harpist",0
"Sunday 15th March 2015","George Osborne MP, Chancellor of the Exchequer",0
"Sunday 15th March 2015","Ed Balls MP, Shadow Chancellor",0
"Sunday 15th March 2015","Sean Penn, actor",0
"Sunday 15th March 2015","Music from the cast of the Carole King musical, ‘Beautiful’",0
"Sunday 8th March 2015","Philip Hammond MP, Foreign Secretary",0
"Sunday 8th March 2015","Caroline Flint MP, Shadow Energy Secretary",0
"Sunday 8th March 2015","Michael Sheen, actor and Unicef UK ambassador",0
"Sunday 8th March 2015","Music from Noriko Ogawa, pianist",0
"Sunday 1st March 2015","Yvette Cooper MP, Shadow Home Secretary",0
"Sunday 1st March 2015","Cardinal Vincent Nichols, Archbishop of Westminster",0
"Sunday 1st March 2015","Helen Ball, Deputy Assistant Commissioner, Metropolitan Police and Kalsoom Bashir, Co-director of Inspire",0
"Sunday 1st March 2015","Kristin Scott Thomas, Actor",0
"Sunday 1st March 2015","Rebecca Ferguson, Singer",0
"Sunday 22nd February 2015","William Hague MP, Leader of the House of Commons",0
"Sunday 22nd February 2015","Danny Alexander MP, Chief Secretary to the Treasury",0
"Sunday 22nd February 2015","Mark Strong, Actor",0
"Sunday 22nd February 2015","Music from Clean Bandit",0
"Sunday 15th February 2015","Iain Duncan Smith MP, Secretary of State for Work and Pensions",0
"Sunday 15th February 2015","Ed Balls MP, Shadow Chancellor of the Exchequer",0
"Sunday 15th February 2015","Ray Davies, Musician",0
"Sunday 15th February 2015","Music from the cast of ‘Sunny Afternoon’",0
"Sunday 8th February 2015","George Osborne, Chancellor of the Exchequer",0
"Sunday 8th February 2015","Tristram Hunt MP, Shadow Education Secretary",0
"Sunday 8th February 2015","Assistant Commissioner Mark Rowley, Metropolitan Police",0
"Sunday 8th February 2015","Leanne Wood AM, Leader of Plaid Cymru",0
"Sunday 1st February 2015","Nicky Morgan MP, Education Secretary",0
"Sunday 1st February 2015","Douglas Alexander MP, Shadow Foreign Secretary",0
"Sunday 1st February 2015","Marina Prentoulis, Member of Syriza and Academic",0
"Sunday 1st February 2015","Tamsin Greig, actress",0
"Sunday 1st February 2015","Music from Hozier",0
"Sunday 25th January 2015","Nigel Farage, UKIP leader",0
"Sunday 25th January 2015","Nicola Sturgeon, First Minister of Scotland & SNP leader",0
"Sunday 25th January 2015","Colin Firth, Actor",0
"Sunday 25th January 2015","Music from First Aid Kit",0
"Sunday 18th January 2015","Nick Clegg MP, Deputy Prime Minister",0
"Sunday 18th January 2015","Natalie Bennett, Leader of the Green Party",0
"Sunday 18th January 2015","Penelope Wilton, TV, stage & film actress",0
"Sunday 11th January 2015","Ed Miliband MP, Labour leader",0
"Sunday 11th January 2015","Sylvie Bermann, French Ambassador to the UK",0
"Sunday 11th January 2015","Admiral Lord West, Labour peer and former Security Minister",0
"Sunday 11th January 2015","Music from Laura Doggett, Singer/songwriter",0
"Sunday 4th January 2015","Prime Minister David Cameron MP",0
"Sunday 4th January 2015","Nicci Gerrard, author",0
"Sunday 4th January 2015","Jamie Cullum, musician",0
"Sunday 21st December 2014","Lord Mandelson, former Labour cabinet minister",0
"Sunday 21st December 2014","Kenneth Clarke MP, former Conservative cabinet minister",0
"Sunday 21st December 2014","Timothy Spall, actor",0
"Sunday 21st December 2014","Music from the BBC Singers, conducted by David Hill, and joined by pupils from Glebe Primary and Canons High School",0
"Sunday 14th December 2014","Vince Cable MP, Business Secretary",0
"Sunday 14th December 2014","Yvette Cooper MP, Shadow Home Secretary",0
"Sunday 14th December 2014","Sir Malcolm Rifkind MP, Chairman of the Intelligence and Security Committee",0
"Sunday 14th December 2014","Music from Debbie Wisman",0
"Sunday 14th December 2014","Maxine Peake, Actress",0
"Sunday 7th December 2014","Nick Clegg MP, Deputy Prime Minister",0
"Sunday 7th December 2014","Chuka Umunna MP, Shadow Business Secretary",0
"Sunday 7th December 2014","Sarah Boyack MSP",0
"Sunday 7th December 2014","Tim Piggott-Smith and Lydia Wilson, actors",0
"Sunday 7th December 2014","Annie Lennox, musician",0
"Sunday 30th November 2014","George Osborne MP, Chancellor of the Exchequer",0
"Sunday 30th November 2014","Ed Balls MP, Shadow Chancellor",0
"Sunday 30th November 2014","Jude Law, Actor",0
"Sunday 30th November 2014","Music from Jools Holland and his Rhythm and Blues Orchestra with Joss Stone, Singer",0
"Sunday 23rd November 2014","Theresa May MP, Home Secretary",0
"Sunday 23rd November 2014","Sir Bernard Hogan-Howe, Metropolitan Police Commissioner",0
"Sunday 23rd November 2014","Valerie Trierweiler, Former First Lady of France",0
"Sunday 23rd November 2014","Hugh Bonneville, actor",0
"Sunday 16th November 2014","Sir John Major, former Prime Minister",0
"Sunday 16th November 2014","Queen Noor of Jordan, philanthropist",0
"Sunday 16th November 2014","Neil Findlay MSP, Scottish Labour leader candidate",0
"Sunday 16th November 2014","Musician Dr John",0
"Sunday 16th November 2014","Music from The Hot Sardines",0
"Sunday 9th November 2014","Labour peer Lord Falconer",0
"Sunday 9th November 2014","Actor Benedict Cumberbatch",0
"Sunday 9th November 2014","Gen Sir Nicholas Houghton, Chief of the Defence Staff",0
"Sunday 9th November 2014","World War One Veterans' Association founders Brenda and Dennis Goodwin",0
"Sunday 9th November 2014","Emma Smith on canal coal and steel jobs",0
"Sunday 9th November 2014","Actor Downton Abbey actor Jim Carter reads Siegfried Sassoon with Show of Hands",0
"Sunday 2nd November 2014","William Hague MP, Leader of the House of Commons",0
"Sunday 2nd November 2014","Alex Salmond MSP, First Minister of Scotland",0
"Sunday 2nd November 2014","Jim Murphy MP, Scottish Labour leadership candidate",0
"Sunday 2nd November 2014","Abubaker Deghayes, father of British fighters in Syria",0
"Sunday 2nd November 2014","Music from John Mayall, musician",0
"Sunday 26th October 2014","Michael Fallon MP, Defence Secretary",0
"Sunday 26th October 2014","Dame Harriet Walter, actor and Phyllida Lloyd, theatre director",0
"Sunday 26th October 2014","Damian Green MP, former Tory immigration minister",0
"Sunday 26th October 2014","Soul singer Candi Staton",0
"Sunday 19th October 2014","José Manuel Barroso, President of the EU Commission",0
"Sunday 19th October 2014","Andy Burnham, Shadow Health Secretary",0
"Sunday 19th October 2014","Clive James, writer & broadcaster",0
"Sunday 19th October 2014","Griff Rhys Jones, comedian & writer",0
"Sunday12th October 2014","London Mayor Boris Johnson",0
"Sunday12th October 2014","Deputy Labour leader Harriet Harman MP",0
"Sunday12th October 2014","UKIP's Douglas Carswell MP",0
"Sunday12th October 2014","Jon Stewart, filmmaker & host of The Daily Show and Maziar Bahari, journalist & human rights activist",0
"Sunday12th October 2014","Musican and photographer, Bryan Adams",0
"Sunday 5th October 2014","Nick Clegg MP, Deputy Prime Minister & Leader of the Liberal Democrats",0
"Sunday 5th October 2014","General Lord Richards, Former Chief of the Defence Staff",0
"Sunday 5th October 2014","Sofie Gråbøl, actress",0
"Sunday 5th October 2014","Music from The Chaplins",0
"Sunday 28th September 2014","Prime Minister David Cameron",0
"Sunday 28th September 2014","UKIP leader Nigel Farage",0
"Sunday 28th September 2014","Nick Cave",0
"Sunday 21st September 2014","Labour Leader Ed Miliband MP",0
"Sunday 21st September 2014","Alistair Darling MP, Leader of the Better Together campaign",0
"Sunday 21st September 2014","Emma Thompson, actress and environmental activist",0
"Sunday 14th September 2014","Alex Salmond MSP, First Minister of Scotland and SNP Leader",0
"Sunday 14th September 2014","Alistair Darling MP, Leader of the Better Together campaign",0
"Sunday 14th September 2014","Al Pacino, actor and director",0
"Sunday 14th September 2014","Fèis Rois, musicians",0
"Sunday 7th September 2014","Chancellor of the Exchequer George Osborne",0
"Sunday 7th September 2014","TUC General Secretary Frances O'Grady",0
"Sunday 7th September 2014","Author Ian McEwan",0
"Sunday 27th July 2014","Labour leader Ed Miliband",0
"Sunday 27th July 2014","Director of Public Prosecutions Alison Saunders",0
"Sunday 27th July 2014","Music from Opera singer Pumeza Matshikiza",0
"Sunday 20th July 2014","Foreign Secretary Philip Hammond MP",0
"Sunday 20th July 2014","Lord Falconer",0
"Sunday 20th July 2014","Richard Armitage, actor",0
"Sunday 20th July 2014","Lily Allen, singer",0
"Sunday 13th July 2014","Archbishop of Canterbury, Justin Welby",0
"Sunday 13th July 2014","Business Secretary, Vince Cable MP",0
"Sunday 13th July 2014","Actors Carey Mulligan and Bill Nighy",0
"Sunday 13th July 2014","Music from Jerry Dammers, his Spatial AKA Orchestra & special guest Cornell Campbell",0
"Sunday 6th July 2014","Michael Gove MP, Education Secretary",0
"Sunday 6th July 2014","Tristram Hunt MP, Shadow Education Secretary",0
"Sunday 6th July 2014","Martina Navratilova, tennis star",0
"Sunday 6th July 2014","Theatre Director Marianne Elliott and actor Graham Butler",0
"Sunday 6th July 2014","Music from Brasil Brasileiro",0
"Sunday 29th June 2014","William Hague MP, Foreign Secretary",0
"Sunday 29th June 2014","Ed Balls MP, Shadow Chancellor of the Exchequer",0
"Sunday 29th June 2014","Nasser Judeh, Jordanian Foreign Minister",0
"Sunday 29th June 2014","Martin Freeman, actor",0
"Sunday 29th June 2014","Chrissie Hynde, singer",0
"Sunday 22nd June 2014","Liam Fox MP, former Defence Secretary",0
"Sunday 22nd June 2014","Chuka Umunna MP, Shadow Business Secretary",0
"Sunday 22nd June 2014","Radek Sikorski, Poland’s Foreign Minister",0
"Sunday 22nd June 2014","Baroness Trumpington, Conservative peer",0
"Sunday 22nd June 2014","Nicola Benedetti, violinist",0
"Sunday 15th June 2014","Sajid Javid MP, Culture Secretary",0
"Sunday 15th June 2014","Tony Blair, Middle East envoy & former Prime Minister",0
"Sunday 15th June 2014","John Reid, former Home Secretary & pro-Scottish union",0
"Sunday 15th June 2014","Kathleen Turner, actress",0
"Sunday 8th June 201","William Hague MP, Foreign Secretary",0
"Sunday 8th June 201","Yvette Cooper MP, Shadow Home Secretary",0
"Sunday 8th June 201","Alex Salmond MSP, First Minister of Scotland and Leader of the SNP",0
"Sunday 8th June 201","Christine Lagarde, Managing Director of the IMF",0
"Sunday 8th June 201","Music from Eddi Reader",0
"Sunday 1st June 2014","Nigel Farage MEP, Leader of UKIP",0
"Sunday 1st June 2014","Lord Ashdown, former Leader of the Liberal Democrats",0
"Sunday 1st June 2014","Jimmy Wales, co-founder of Wikipedia",0
"Sunday 1st June 2014","Terry Gilliam, former member of Monty Python and now acclaimed opera director",0
"Sunday 25th May 2014","Theresa May MP, Home Secretary",0
"Sunday 25th May 2014","Harriet Harman MP, Deputy Labour leader",0
"Sunday 25th May 2014","Tim Farron MP, President of the Liberal Democrats",0
"Sunday 25th May 2014","James McAvoy, actor",0
"Sunday 18th May 2014","Nick Clegg MP, Deputy Prime Minister and Lib Dem Leader",0
"Sunday 18th May 2014","Nicola Sturgeon MSP, Deputy First Minister of Scotland and SNP Deputy Leader",0
"Sunday 18th May 2014","Lynn Barber, journalist and author",0
"Sunday 11th May 2014","David Cameron, Prime Minister",0
"Sunday 11th May 2014","Antony Jenkins, Group CEO Barclays",0
"Sunday 11th May 2014","Imelda Staunton, actress",0
"Sunday 11th May 2014","Jonathan Kent, director",0
"Sunday 11th May 2014","Sir James Galway and Lady Jeanne Galway",0
"Sunday 4th May 2014","Ed Miliband MP, Labour leader",0
"Sunday 4th May 2014","Nigel Farage MEP, UKIP leader",0
"Sunday 4th May 2014","Leanne Wood AM, Plaid Cymru leader",0
"Sunday 4th May 2014","Fiona Shaw, actor and director",0
"Sunday 4th May 2014","Music from Sharon Jones and The Dap-Kings",0
"Sunday 27th April 2014","Volodymyr Khandogiy, Ukraine's ambassador to the UK",0
"Sunday 27th April 2014","Natalie Bennett, leader of the Green Party",0
"Sunday 27th April 2014","Jeremy Hunt MP, Health Secretary",0
"Sunday 27th April 2014","Tom Hollander, actor",0
"Sunday 6th April 2014","Iain Duncan Smith MP, Work and Pensions Secretary",0
"Sunday 6th April 2014","Alistair Darling MP, Leader of the Better Together campaign",0
"Sunday 6th April 2014","Enda Kenny, Irish Prime Minister",0
"Sunday 6th April 2014","Sinead Cusack, actress",0
"Sunday 30th March 2014","Philip Hammond MP, Defence Secretary",0
"Sunday 30th March 2014","Douglas Alexander MP, Shadow Foreign Secretary",0
"Sunday 30th March 2014","Alistair Phillips-Davies, chief executive of SSE",0
"Sunday 30th March 2014","Evgeny Lebedev, media owner",0
"Sunday 30th March 2014","Sophie Ellis-Bextor, musician",0
"Sunday 23rd March 2014","Danny Alexander MP, Chief Secretary to the Treasury",0
"Sunday 23rd March 2014","Chuka Umunna MP, Shadow Business Secretary",0
"Sunday 23rd March 2014","John McCain, Republican Senator",0
"Sunday 23rd March 2014","Vladamir Chizhov, Russian Ambassador to the EU",0
"Sunday 23rd March 2014","Music from Gregory Porter",0
"Sunday 16th March 2014","Ed Balls MP, Shadow Chancellor",0
"Sunday 16th March 2014","Alex Salmond MSP, First Minister",0
"Sunday 16th March 2014","George Osborne MP, Chancellor",0
"Sunday 9th March 2014","William Hague MP, Foreign Secretary",0
"Sunday 9th March 2014","Ed Davey MP, Energy and Climate Change Secretary",0
"Sunday 9th March 2014","Hilary Mantel, author, and Ben Miles, actor",0
"Sunday 9th March 2014","Paloma Faith, musician",0
"Sunday 2nd March 2014","Grant Shapps MP, Conservative Party Chair",0
"Sunday 2nd March 2014","Nigel Farage MEP, Leader of UK Independence Party",0
"Sunday 2nd March 2014","Cardinal Vincent Nichols",0
"Sunday 2nd March 2014","Tim Pigott-Smith, actor",0
"Sunday 2nd March 2014","The Kaiser Chiefs",0
"Sunday 23rd February 2014","William Hague MP, Foreign Secretary",0
"Sunday 23rd February 2014","Caroline Flint MP, Shadow Secretary of State for Energy and Climate Change",0
"Sunday 23rd February 2014","Alistair McGowan and Rula Lenska, actors",0
"Sunday 23rd February 2014","Nigel Kennedy, violinist",0
"Sunday 16th February 2014","Jose Manuel Barroso, President of the European Commission",0
"Sunday 16th February 2014","Philip Hammond MP, Defence Secretary",0
"Sunday 16th February 2014","Mark Carney, Governor of the Bank of England",0
"Sunday 16th February 2014","George Clooney, actor and director",0
"Sunday 16th February 2014","Boy George, musician",0
"Sunday 9th February 2014","Eric Pickles MP, Communities Secretary with special responsibility for the Government's flood response",0
"Sunday 9th February 2014","Rachel Reeves MP, Shadow Work and Pensions Secretary",0
"Sunday 9th February 2014","Dame Angela Lansbury, actress",0
"Sunday 9th February 2014","Jake Bugg, musician",0
"Sunday 2nd February 2014","Michael Gove MP, Education Secretary",0
"Sunday 2nd February 2014","Harriet Harman MP, Deputy Labour Leader",0
"Sunday 2nd February 2014","Ralph Fiennes, director and actor",0
"Sunday 2nd February 2014","Lloyd Cole and the Leopards",0
"Sunday 26th January 2014","William Hague MP, Foreign Secretary",0
"Sunday 26th January 2014","Ed Balls MP, Shadow Chancellor",0
"Sunday 26th January 2014","Ardal O'Hanlon and Brian Cox, actors",0
"Sunday 19th January 2014","Labour Leader Ed Miliband MP",0
"Sunday 19th January 2014","Russian President Vladimir Putin",0
"Sunday 19th January 2014","Music with The Dunwells",0
"Sunday 12th January 2014","Deputy Prime Minister Nick Clegg MP",0
"Sunday 12th January 2014","Jack Straw MP",0
"Sunday 12th January 2014","Leonardo DiCaprio, actor",0
"Sunday 5th January 2014","Prime Minister David Cameron MP",0
"Sunday 5th January 2014","David Morrissey, actor",0
"Sunday 5th January 2014","2014",0
"Sunday 22nd December 2013","Vince Cable MP, Business Secretary",0
"Sunday 22nd December 2013","Lord Mandelson, former Business Secretary",0
"Sunday 22nd December 2013","Idris Elba, actor",0
"Sunday 22nd December 2013","The cast of The Commitments musical",0
"Sunday 15th December 2013","Patrick McLoughlin MP, Transport Secretary",0
"Sunday 15th December 2013","Sir Bruce Keogh, Medical Director, NHS England",0
"Sunday 15th December 2013","Chuka Umunna MP, Shadow Business Secretary",0
"Sunday 15th December 2013","Martin Freeman, actor",0
"Sunday 15th December 2013","Jamie Cullum, musician",0
"Sunday 8th December 2013","Danny Alexander MP, Chief Secretary to the Treasury",0
"Sunday 8th December 2013","Lord Kinnock, former Labour Leader",0
"Sunday 8th December 2013","Vincent de Rivaz, CEO of EDF Energy",0
"Sunday 8th December 2013","Sting, musician and activist",0
"Sunday 1st December 2013","George Osborne MP, Chancellor of the Exchequer",0
"Sunday 1st December 2013","Ed Balls MP, Shadow Chancellor",0
"Sunday 1st December 2013","Martin Shaw, actor",0
"Sunday 1st December 2013","Robyn Hitchcock, rock singer",0
"Sunday 24th November 2013","Michael Gove MP, Education Secretary",0
"Sunday 24th November 2013","Yvette Cooper MP, Shadow Home Secretary",0
"Sunday 24th November 2013","Alistair Carmichael MP, Scotland Secretary",0
"Sunday 24th November 2013","John Cleese, writer and actor",0
"Sunday 17th November 2013","Nick Clegg MP, Deputy Prime Minister",0
"Sunday 17th November 2013","Andy Murray, tennis player",0
"Sunday 17th November 2013","Richard E. Grant, actor",0
"Sunday 17th November 2013","Janine Jansen, violinist",0
"Sunday 10th November 2013","William Hague MP, Foreign Secretary",0
"Sunday 10th November 2013","Sir Nicholas Houghton, Chief of the Defence Staff",0
"Sunday 10th November 2013","Ruth Bourne and Betty Webb, who trained and worked at Bletchley Park",0
"Sunday 10th November 2013","Rupert Grint, actor",0
"Sunday 10th November 2013","Sir Max Hastings, historian, and Bernard Mason, former air gunner, Bomber Command",0
"Sunday 10th November 2013","Ian Bostridge, tenor, and Sir Antonio Pappano, conductor and pianist",0
"Sunday 3rd November 2013","Maria Miller MP, DCMS Secretary",0
"Sunday 3rd November 2013","David Miliband, President of the International Rescue Committee",0
"Sunday 3rd November 2013","Sir Elton John, musician",0
"Sunday 3rd November 2013","Steve Coogan, actor",0
"Sunday 27th October 2013","Sir Hugh Orde, President of ACPO",0
"Sunday 27th October 2013","Danny Alexander MP, Chief Secretary to the Treasury",0
"Sunday 27th October 2013","Harriet Harman MP, Labour Deputy Leader and Shadow Culture and Media Secretary",0
"Sunday 27th October 2013","Ronnie Wood, Musician and Artist",0
"Sunday 20th October 2013","Damian Green MP, Policing Minister",0
"Sunday 20th October 2013","Alex Salmond MSP, First Minister of Scotland",0
"Sunday 20th October 2013","Matthew W Barzun, US Ambassador to the UK",0
"Sunday 20th October 2013","Sir Ben Kingsley, actor",0
"Sunday 20th October 2013","Tamikrest, musicians",0
"Sunday 13th October 2013","Ed Davey MP, Energy Secretary",0
"Sunday 13th October 2013","Tristram Hunt MP, Shadow Education Secretary",0
"Sunday 13th October 2013","Keir Starmer, Director of Public Prosecutions",0
"Sunday 13th October 2013","Malala Yousafzai, education activist",0
"Sunday 6th October 2013","Theresa May, Home Secretary",0
"Sunday 6th October 2013","Nigel Farage, UKIP leader",0
"Sunday 6th October 2013","Lindsay Duncan and Jim Broadbent, actors",0
"Sunday 6th October 2013","Zaz, musician",0
"Sunday 29th September 2013","David Cameron, Prime Minister",0
"Sunday 29th September 2013","Hugh Laurie, actor and musician",0
"Sunday 29th September 2013","HAIM, band",0
"Sunday 22nd September 2013","Ed Miliband MP, Leader of the Labour Party",0
"Sunday 22nd September 2013","Caroline Lucas MP, Green Party",0
"Sunday 22nd September 2013","Cate Blanchett, actress",0
"Sunday 15th September 2013","Nick Clegg MP, Deputy Prime Minister and Leader of the Liberal Democrats",0
"Sunday 15th September 2013","Billy Hayes, general secretary of the CWU",0
"Sunday 15th September 2013","Helen McCrory, actress",0
"Sunday 15th September 2013","Southern Tenant Folk Union, band",0
"Sunday 8th September 2013","William Hague MP, Foreign Secretary",0
"Sunday 8th September 2013","Leader of the Unite union, Len McCluskey",0
"Sunday 8th September 2013","Lord Maurice Saatchi",0
"Sunday 8th September 2013","Joyce DiDonato, mezzo-soprano, accompanied by Ian Burnside on piano",0
"Sunday 8th September 2013","Marin Alsop, conductor",0
"Sunday 1st September 2013","Chancellor George Osborne on Syria",0
"Sunday 1st September 2013","Chancellor George Osborne on HS2",0
"Sunday 1st September 2013","Shadow foreign secretary Douglas Alexander",0
"Sunday 1st September 2013","Archbishop of York Dr John Sentamu",0
"Sunday 1st September 2013","Hollywood director Ron Howard and scriptwriter Peter Morgan",0
"Sunday 28th July 2013","Vince Cable MP, Business Secretary",0
"Sunday 28th July 2013","Sadiq Khan MP, Shadow Justice Secretary",0
"Sunday 28th July 2013","Armando Iannucci, writer and filmmaker",0
"Sunday 28th July 2013","Adrian Lester & Rory Kinnear, actors",0
"Sunday 28th July 2013","Music from Travis",0
"Sunday 21st July 2013","David Cameron, Prime Minister",0
"Sunday 21st July 2013","Victoria Pendleton, Olympic gold medal-winning cyclist",0
"Sunday 21st July 2013","Alison Balsam, musician",0
"Sunday 14th July 2013","David Miliband, former Foreign Secretary",0
"Sunday 14th July 2013","Marina Litvinenko, widow of Alexander Litvinenko",0
"Sunday 14th July 2013","Anna Chancellor and Toby Stephens, actors",0
"Sunday 14th July 2013","Villagers, Irish folk band",0
"Sunday 7th July 2013","Theresa May MP, Home Secretary",0
"Sunday 7th July 2013","Harriet Harman MP, Deputy Labour Leader",0
"Sunday 7th July 2013","Lord Hurd, former Foreign Secretary",0
"Sunday 7th July 2013","Martina Navratilova",0
"Sunday 7th July 2013","Bombay Royale",0
"Sunday 30th June 2013","Danny Alexander MP, Chief Secretary to the Treasury",0
"Sunday 30th June 2013","Stephen Twigg MP, Shadow Education Secretary",0
"Sunday 30th June 2013","Lenny Henry, comedian and actor",0
"Sunday 30th June 2013","James Bowen, author",0
"Sunday 23rd June 2013","George Osborne MP, Chancellor of the Exchequer",0
"Sunday 23rd June 2013","Ed Balls MP, Shadow Chancellor",0
"Sunday 23rd June 2013","Kim Cattrall, actress and Marianne Elliott, theatre director",0
"Sunday 23rd June 2013","Sharleen Spiteri and Texas",0
"Sunday 16th 2013","Nick Clegg MP, Deputy Prime Minister",0
"Sunday 16th 2013","Chuka Umunna MP, Shadow Business Secretary",0
"Sunday 16th 2013","Daniel Radcliffe, actor",0
"Sunday 16th 2013","Lucky Moyo, Kenny Moyo and Sam Carter, musicians",0
"Sunday 9th June 2013","William Hague MP, Foreign Secretary",0
"Sunday 9th June 2013","Liam Byrne MP, Shadow Work and Pensions Secretary",0
"Sunday 9th June 2013","Ann Widdicombe, former cabinter minister",0
"Sunday 9th June 2013","Dan Stevens, actor and producer",0
"Sunday 2nd June 2013","Douglas Alexander MP, Shadow Foreign Secretary",0
"Sunday 2nd June 2013","David Davis MP, former Conservative Shadow Home Secretary and Lord West, former security minister",0
"Sunday 2nd June 2013","Matt Baggott, Chief Constable, Police Service of Northern Ireland",0
"Sunday 2nd June 2013","Beyoncé Knowles-Carter, singer, Salma Hayek, actress & Frida Giannini, Creative Director of Gucci",0
"Sunday 2nd June 2013","Alison Moyet, singer",0
"Sunday 26th May 2013","Theresa May MP, Home Secretary",0
"Sunday 26th May 2013","Alan Johnson MP, former Home Secretary",0
"Sunday 26th May 2013","Felicity Kendall, actress",0
"Sunday 26th May 2013","Noah & The Whale",0
"Sunday 19th May 2013","Jeremy Hunt MP, Health Secretary",0
"Sunday 19th May 2013","Lord Mandelson, Labour peer",0
"Sunday 19th May 2013","John Redwood MP, Conservative",0
"Sunday 19th May 2013","Sir Jonathan Miller, theatre director",0
"Sunday 19th May 2013","The Allah-Las, band from Los Angeles",0
"Sunday 12th May 2013","Michael Gove MP, Education Secretary",0
"Sunday 12th May 2013","Yvette Cooper MP, Shadow Home Secretary",0
"Sunday 12th May 2013","Lord Browne, former Chief Executive BP",0
"Sunday 12th May 2013","Ed Stoppard, actor",0
"Sunday 12th May 2013","The Soul Rebels, brass band from New Orleans",0
"Sunday 5th May 2013","Lord Patten, Chairman of the BBC Trust",0
"Sunday 5th May 2013","Philip Hammond, Defence Secretary",0
"Sunday 5th May 2013","Nigel Farage, Leader of the UK Independence Party",0
"Sunday 5th May 2013","Zoe Wanamaker & Samantha Bond, actresses",0
"Sunday 5th May 2013","Nigel Kennedy, violinist",0
"Sunday 28th April 2013","Patrick McLoughlin MP, Transport Secretary",0
"Sunday 28th April 2013","Andy Burnham MP, Shadow Health Secretary",0
"Sunday 28th April 2013","Sheryl Sandberg, COO of Facebook",0
"Sunday 28th April 2013","Dame Diana Rigg, actress",0
"Sunday 28th April 2013","Blues Boy Dan Owen, musician",0
"Sunday 21st April 2013","NO SHOW",0
"Sunday 14th April 2013","Baroness Helena Kennedy, Lord Cecil Parkinson and Andrew Marr",0
"Sunday 14th April 2013","Barbara Stephenson, acting US Ambassador to the UK",0
"Sunday 14th April 2013","Patricia Hodge, actress",0
"Sunday 7th April 2013","William Hague MP, Foreign Secretary",0
"Sunday 7th April 2013","Harriet Harman MP, Labour Deputy Leader",0
"Sunday 7th April 2013","John Simm, actor",0
"Sunday 7th April 2013","Julia Lezhneva, classical singer",0
"Sunday 31st March 2013","NO SHOW",0
"Sunday 24th March 2013","Danny Alexander MP, Chief Secretary to the Treasury",0
"Sunday 24th March 2013","Boris Johnson, Mayor of London",0
"Sunday 24th March 2013","Alex Salmond MSP, First Minister of Scotland",0
"Sunday 24th March 2013","Henry Goodman, actor",0
"Sunday 17th March 2013","George Osborne MP, Chancellor of the Exchequer",0
"Sunday 17th March 2013","Ed Balls MP, Shadow Chancellor",0
"Sunday 17th March 2013","Tamsin Greig, Actress",0
"Sunday 17th March 2013","Kodaline, Irish Band",0
"Sunday 10th March 2013","Lord Ashdown – former Leader, Liberal Democrats",0
"Sunday 10th March 2013","Yvette Cooper MP – Shadow Home Secretary",0
"Sunday 10th March 2013","Dick Sawle – Member of the Legislative Assembly, Falkland Islands",0
"Sunday 10th March 2013","Ben Whishaw – actor",0
"Sunday 10th March 2013","Robert Cray - musician",0
"Sunday 3 March 2013","William Hague MP, Foreign Secretary",0
"Sunday 3 March 2013","Tim Farron MP, President of the Liberal Democrats",0
"Sunday 3 March 2013","Nigel Farage, Leader of the UK Independence Party",0
"Sunday 3 March 2013","Richard Gere, actor",0
"Sunday 3 March 2013","Gary Clark, Jr, musician",0
"Sunday 24th February 2013","Vince Cable MP, Business Secretary",0
"Sunday 24th February 2013","Harriet Harman MP, Deputy Labour Leader",0
"Sunday 24th February 2013","Cardinal Cormac Murphy-O'Connor",0
"Sunday 24th February 2013","Niamh Cusack, actress, and Mark Haddon, author",0
"Sunday 17th February 2013","Iain Duncan Smith MP, Work & Pensions Secretary",0
"Sunday 17th February 2013","Gerry and Kate McCann, parents of Madeline McCann",0
"Sunday 17th February 2013","Malcolm Walker, chief executive of Iceland",0
"Sunday 17th February 2013","Sinead O’Connor, singer",0
"Sunday 10th February 2013","Jeremy Hunt MP, Health Secretary",0
"Sunday 10th February 2013","Natalie Bennett, Leader of the Green Party",0
"Sunday 10th February 2013","Dame Judi Dench, Actress",0
